name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication_status,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
11 Oph b,Confirmed,21,3,3,,,,,,,730000,365000,365000,243,55,55,,,,,,,1.675862,2007,2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,,,11 Oph,245.6041667,-24.0872222,,,,,14.03,145,20,20,,,,0.0162,0.005,0.005,,,,M9,0.011,0.002,0.002,2375,175,175,,,
1RXS 1609 b,Confirmed,14,3,2,,,,1.7,,,,,,330,0,0,,,,,,,2.275862,2008,2015-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,,,,,4,Published in a refereed paper,Imaging,,,,,1RXS1609,242.375,-21.0827778,,10.99,9.82,9.12,8.92,145,20,20,,,,0.73,0.05,0.05,1.35,,,K7V,0.011,0.002,0.002,4060,200,200,,,
2M 0103-55 (AB) b,Confirmed,13,1,1,,,,,,,,,,84,,,,,,,,,,2013,2016-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,,,2M 0103-55 (AB),15.9,-55.2656,,,7.5,,,47.2,3.1,3.1,,,,0.4,,,,,,M,0.03,,,,,,,,
2M 0122-24 b,Confirmed,20,7,7,,,,1,0.2,0.2,,,,52,6,6,,,,,,,,2013,2016-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1380,,,,,,Published in a refereed paper,Imaging,,,,,2M 0122-24,20.7125,-24.6142,,,,,,36,4,4,,,,0.4,0.05,0.05,,,,M3.5,0.12,0.01,0.01,,,,,,
2M 0219-39 b,Confirmed,13.9,1.1,1.1,,,,1.44,0.03,0.03,,,,156,10,10,,,,,,,,2015,2016-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1683,,,,,,Published in a refereed paper,Imaging,Spectrum,Theoretical,,,2M 0219-39,34.841666674,-39.423055569,,,,,,39.4,2.6,2.6,,,,0.11,0.01,0.01,0.27,0.01,0.01,M6,,,,3064,76,76,,,2MASS J0292210-3925225
2M 0441+23 b,Confirmed,7.5,2.5,2.5,,,,,,,,,,15,0.6,0.6,,,,,,,0.107143,2010,2016-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,,,2M 0441+23,70.4375,23.0308333,,,14.2,13.72,13.16,140,,,,,,0.02,,,,,,M8.5,0.001,,,,,,,,
2M 0746+20 b,Confirmed,30,25,25,,,,0.97,0.06,0.06,4640,25,25,2.897,0.005,0.005,0.487,0.003,0.003,138.2,0.5,0.5,0.237265,2010,2012-01-20,354.4,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,,,2M 0746+20,116.6791667,20.0088889,,,,,,12.21,0.05,0.05,,,,0.12,0.09,0.09,0.089,0.003,0.003,,,,,2205,50,50,,,
2M 1207-39,Confirmed,24,6,6,,,,,,,,,,,,,,,,,,,,2001,2017-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550,150,150,,,,,,,Published in a refereed paper,Imaging,Spectrum,,,,2M 1207-39,181.8875,-39.5483333,20.15,15.95,13,,,52.4,1.1,1.1,,,,0.025,,,,,,M8,0.008,0.003,0.003,,,,,,
2M 1207-39 b,Confirmed,4,1,1,,,,,,,,,,46,5,5,,,,,,,0.877863,2004,2016-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,,,2M 1207-39,181.8875,-39.5483333,20.15,15.95,13,,,52.4,1.1,1.1,,,,0.025,,,,,,M8,0.008,0.003,0.003,,,,,,
2M 2140+16 b,Confirmed,20,20,80,,,,0.92,0.39,0.39,7340,584,584,3.53,0.15,0.15,0.26,0.06,0.06,46.2,8.7,8.7,0.1412,2010,2012-01-20,223,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,,,2M 2140+16,325.1208333,16.4216667,,,,,,25,10,10,,,,0.08,0.06,0.06,0.1,0.043,0.043,,,,,2300,80,80,,,
2M 2206-20 b,Confirmed,30,20,70,,,,1.3,0.18,0.18,8686,69.4,69.4,4.48,0.4,0.4,0,,,44.3,0.7,0.7,0.167979,2010,2012-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,,,2M 2206-20,331.5958333,-20.785,,,,,,26.67,2.63,2.63,,,,0.13,0.05,0.05,0.11,0.015,0.015,,,,,2350,80,80,,,
2M 2236+4751 b,Confirmed,12.5,1.5,1.5,,,,,,,,,,230,20,20,,,,,,,3.7,2016,2016-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,,,,,,Published in a refereed paper,Imaging,Spectrum,,,,2M 2236+4751,339.104166675,47.861944471,12.5,,,,,63,,,,,,0.6,0.05,0.05,,,,K7,0.12,0.01,0.01,,,,,,
2M J2126-81 b,Confirmed,13.3,1.7,1.7,,,,,,,,,,6900,,,,,,,,,,2016,2016-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,,,,,,Published in a refereed paper,Imaging,Spectrum,,,,TYC 9486-927-1,321.366666676,-81.64111113,9,,,,,24.75,4.25,4.25,,,,0.4,,,,,,M2,0.027,0.017,0.017,,,,,,
2MASS J11193254 AB,Confirmed,3.7,0.9,1.2,,,,,,,32850,,,,,,,,,,,,,2017,2017-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,,,2MASS J11193254 AB,169.885595844,-11.6296389116,,,,,14.62,,,,,,,,,,,,,L7,0.01,0.003,0.003,,,,,,
51 Eri b,Confirmed,9.1,3.3,4.9,,,,1.11,0.13,0.16,14965,4380,12775,14,3,7,0.21,0.15,0.15,138,13,15,,2015,2017-04-13,90,58,58,2452014.79,12,12,,,,,,,,,,,,,,,,,,,,,,700,,,,,,,,3.5,Published in a refereed paper,Imaging,Spectrum,,,,51 Eri,69.4005514287,-2.4735485982,5.223,,,,,29.4,0.3,0.3,-0.027,,,1.75,0.05,0.05,,,,F0IV,0.02,0.006,0.006,,,,IR Excess,,
AB Pic b,Confirmed,13.5,0.5,0.5,,,,,,,,,,275,,,,,,,,,5.813953,2005,2010-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,,,AB Pic,94.8,-58.0541667,9.16,,,,,47.3,1.8,1.8,-0.64,,,,,,,,,K2 V,0.03,,,4875,,,,,
CD-35 2722 b,Confirmed,31,8,8,,,,,,,,,,67,4,4,,,,,,,3.14554,2011,2011-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,,,CD-35 2722,92.3300429231,-35.8253322455,10.98,,,,,21.3,1.4,1.4,0.04,0.5,0.5,0.4,0.05,0.05,,,,M1V,0.1,0.05,0.05,3680,100,100,,,
CFBDS 1458 ,Confirmed,25.2,14.8,14.8,,,,,,,,,,,,,,,,,,,,2010,2017-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,560,100,100,,,,,,,Published in a refereed paper,Imaging,Theoretical,,,,CFBDS 1458,224.6208333,10.2286111,,,19.86,20.18,20.63,31.9,2.4,2.8,,,,0.024,0.016,0.016,,,,T9.5,3,2,2,560,100,100,,,
CFBDS 1458 b,Confirmed,10.5,4.5,4.5,,,,,,,14227,8600,8600,2.6,0.3,0.3,,,,,,,0.112554,2011,2017-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,,,CFBDS 1458,224.6208333,10.2286111,,,19.86,20.18,20.63,31.9,2.4,2.8,,,,0.024,0.016,0.016,,,,T9.5,3,2,2,560,100,100,,,
CFBDSIR J2149-0403,Confirmed,21,19,19,,,,,,,,,,,,,,,,,,,,2017,2017-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,,,CFBDSIR J2149-0403,327.446666682,-4.0524722252,,,,,,55.2,5.4,5.4,,,,,,,,,,T7,,,,,,,,,
