name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication_status,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
 EPIC 22881391 b,Confirmed,0.7,nan,0,,,,0.079,0.008,0.008,0.179715,0.000001,0.000001,0.0058,0.0006,0.0006,,,,89.6,3.3,3.3,,2017,2017-07-17,,,,,,,,,,2457583.0242,0.0004,0.0004,,,,,,,0.02,0.1,0.1,,,,,,,1471,47,47,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,,,,EPIC 228813918,186.87072501,-6.1952250132,15.498,,,,,95,14,14,0.08,0.12,0.12,0.463,0.052,0.052,0.442,0.044,0.044,M3 V,,,,3492,70,70,,,2MASS J12272899-0611428
1SWASP J1407 b,Confirmed,20,6,6,20,6,6,,,,3725,900,900,3.9,1.7,1.7,,,,,,,,2012,2014-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,,,,1SWASP J1407,211.950000016,-39.761944469,12.4,,,,,133,12,12,,,,0.9,,,0.99,0.11,0.11,,0.016,,,4400,100,100,,,
38 Vir b,Confirmed,4.51,0.5,0.5,4.51,0.5,0.5,,,,825.9,6.2,6.2,1.82,0.07,0.07,0.03,0.04,0.04,,,,,2016,2017-02-20,,,,,,,,,,2455490.2,177.3,177.3,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,,,,38 Vir,193.296489462,-3.5530992913,6.11,,,,,,,,0.07,,,1.18,0.12,0.12,1.45,0.07,0.07,F6 V,1.9,0.7,0.6,6557,96,96,,,"HIP 62875, HD 111998"
55 Cnc e,Confirmed,0.02547,0.0008105,0.0008944,0.02547,0.00081,0.00082,0.1775362254,0.0071371347,0.0071371347,0.7365478,0.0000012,0.0000016,0.015439,0.000015,0.000015,0.028,0.019,0.022,90.36,4.66,3.96,0.001264,2004,2017-06-11,170,130,130,2449999.83643,0.0001,0.0001,,,,2455962.0697,0.0018,0.0018,,,,72.4,12,12,,,,,,,6.12,0.2,0.2,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,,,,55 Cnc,133.1541667,28.3338889,5.95,,,,,12.34,0.4,0.4,0.31,0.04,0.04,0.905,0.015,0.015,0.943,0.01,0.01,K0IV-V,10.2,2.5,2.5,5196,24,24,,,
BD+20 594 b,Confirmed,0.0513,0.019,0.019,0.0513,0.019,0.019,0.199,0.0098,0.012,41.6855,0.0031,0.0031,0.241,0.019,0.019,0,,,89.55,0.14,0.17,,2016,2016-02-23,,,,,,,,,,2457151.9021,0.0047,0.0042,,,,,,,,,,,,,3.1,1.1,1.1,386,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,BD+20 594,53.650000012,20.599166691,11,,,,,152.1,7.4,9.7,-0.15,0.05,0.05,0.961,0.029,0.032,0.928,0.04,0.055,K0 ,3.34,1.49,1.95,5766,99,99,,,2MASS 03343623+2035574
CVSO 30 b ,Confirmed,6.2,1.7,1.9,5.5,1.4,1.4,1.91,0.21,0.21,0.448413,0.00004,0.00004,0.00838,0.00072,0.00072,,,,61.8,3.7,3.7,0.000025,2012,2016-06-12,,,,,,,,,,2455543.9402,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,CVSO 30,81.2833333,1.5733333,16.26,,,,,330,0,0,,,,0.39,0.05,0.05,1.39,,,M3 PMS,0.00265,0.00003,0.00003,3740,,,,,PTFO 8-8695
CoRoT-1 b,Confirmed,1.03,0.12,0.12,,,,1.49,0.08,0.08,1.5089557,0.0000064,0.0000064,0.0254,0.0004,0.0004,0,,,85.1,0.5,0.5,0.000055,2007,2014-01-24,,,,,,,,,,2454159.4532,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-1,102.0791667,-3.1022222,13.6,,,,,460,100,100,0.06,0.07,0.07,0.95,0.15,0.15,1.11,0.05,0.05,G0V,,,,6298,66,66,,,
CoRoT-10 b,Confirmed,2.75,0.14,0.14,,,,0.97,0.05,0.05,13.2406,0.0002,0.0002,0.1055,0.0021,0.0021,0.53,0.04,0.04,88.55,0.2,0.2,0.000306,2010,2014-08-29,218.9,6.4,6.4,2454990.85,0.08,0.08,,,,2454273.3436,0.0012,0.0012,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-10,291.0625,0.7461111,15.22,,,,,345,50,50,0.26,0.07,0.07,0.89,0.05,0.05,0.79,0.05,0.05,K1V,3,inf,nan,5075,75,75,,,
CoRoT-11 b,Confirmed,2.33,0.27,0.27,,,,1.43,0.033,0.033,2.994325,0.000021,0.000021,0.04351,0.00036,0.00036,0,,,81.41,0.17,0.17,0.000078,2010,2014-08-17,,,,,,,,,,2454597.679688,0.0003,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-11,280.6875,5.9377778,12.94,,,,,560,30,30,0.04,0.03,0.03,1.27,0.05,0.05,1.36,0.13,0.13,F6V,2,1,1,6343,72,72,,,
CoRoT-12 b,Confirmed,0.917,0.065,0.07,,,,1.44,0.13,0.13,2.828042,0.000013,0.000013,0.04016,0.00092,0.00092,0.07,0.042,0.042,85.48,0.77,0.77,0.000035,2010,2014-08-16,105,27,27,,,,,,,2454398.62707,0.00036,0.00036,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-12,100.7666667,-1.2963889,15.52,,,,,1150,85,85,0.16,0.1,0.1,1.078,0.072,0.072,1.116,0.092,0.092,G2V,6.3,3.1,3.1,5675,80,80,,,
CoRoT-13 b,Confirmed,1.308,0.066,0.066,,,,0.885,0.014,0.014,4.03519,0.00003,0.00003,0.051,0.0031,0.0031,0,,,88.02,0.036,0.036,0.000039,2010,2014-08-16,,,,,,,,,,2454790.8091,0.0006,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-13,102.7208333,-5.0863889,15.04,,,,,1310,100,100,0.01,0.07,0.07,1.09,0.02,0.02,1.01,0.03,0.03,G0V,1.64,1.52,1.52,5945,90,90,,,
CoRoT-14 b,Confirmed,7.6,0.6,0.6,,,,1.09,0.07,0.07,1.51214,0.00013,0.00013,0.027,0.002,0.002,0,,,79.6,0.8,0.8,0.00002,2010,2014-01-24,,,,2454787.6702,,,,,,2454787.6694,0.0053,0.0053,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-14,103.425,-5.5361111,16.03,,,,,1340,110,110,0.05,0.15,0.15,1.13,0.09,0.09,1.21,0.08,0.08,F9V,4.2,3.8,3.8,6035,100,100,,,
CoRoT-15 b,Confirmed,63.4,4.1,4.33,63.3,4,4,1.12,0.15,0.3,3.06036,0.00003,0.00003,0.045,0.01,0.014,0,,,86.7,3.2,2.3,,2010,2015-09-23,,,,,,,,,,2454753.5608,0.0011,0.0011,,,,,,,0.38,0.26,0.26,,,,7.36,0.11,0.11,1740,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,CoRoT-15,97.116666676,6.1862416727,,,,,,,,,,,,,,,,,,F7V,,,,,,,,,2MASS J06282781+0611105
CoRoT-16 b,Confirmed,0.535,0.085,0.085,,,,1.17,0.14,0.14,5.35227,0.0002,0.0002,0.0618,0.0015,0.0015,0.33,0.1,0.1,85.01,1.2,1.2,0.000074,2010,2014-01-24,168.41,21,21,,,,,,,2454923.9138,0.0022,0.0022,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-16,278.525,-6.0025,15.64,,,,,840,90,90,0.19,0.06,0.06,1.098,0.078,0.078,1.19,0.14,0.14,G5V,6.73,2.8,2.8,5650,100,100,,,
CoRoT-17 b,Confirmed,2.43,0.16,0.16,,,,1.02,0.07,0.07,3.768125,0.000257,0.000257,0.0461,0.0008,0.0008,0,,,88.34,1.54,1.54,0.00005,2010,2014-01-24,,,,,,,,,,2454923.3093,0.003613,0.003613,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-17,278.6958333,-6.6122222,15.46,,,,,920,50,50,0,0.1,0.1,1.04,0.1,0.1,1.59,0.07,0.07,G2V,10.7,1,1,5740,80,80,,,
CoRoT-18 b,Confirmed,3.47,0.38,0.38,,,,1.31,0.18,0.18,1.9000693,0.0000028,0.0000028,0.0295,0.0016,0.0016,0.08,inf,nan,86.5,0.9,0.9,0.000034,2011,2014-01-24,,,,,,,,,,2455321.72412,0.00018,0.00018,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-18,98.170833347,0.031388901,14.99,,,,,870,90,90,-0.1,0.1,0.1,0.95,0.15,0.15,1,0.13,0.13,G9V,,,,5440,100,100,,,
CoRoT-19 b,Confirmed,1.11,0.06,0.06,,,,1.29,0.05,0.05,3.89713,0.00002,0.00002,0.0518,0.0008,0.0008,0.047,0.045,0.045,87.61,0.37,0.37,0.000065,2011,2014-01-24,86,60,60,,,,,,,2455257.44102,0.0006,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-19,97.033333336,0.170555562,14.78,,,,,800,200,200,-0.02,0.1,0.1,1.21,0.06,0.06,1.65,0.04,0.04,F9V,5,1,1,6090,70,70,,,
CoRoT-2 b,Confirmed,3.31,0.16,0.16,,,,1.465,0.029,0.029,1.7429964,0.0000017,0.0000017,0.0281,0.0009,0.0009,0,,,87.84,0.1,0.1,0.000094,2007,2014-01-25,,,,,,,,,,2454706.4041,0.003,0.003,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-2,291.7791667,1.3838889,12.57,,,,,300,100,100,-0.04,0.08,0.08,0.97,0.06,0.06,0.902,0.018,0.018,G7V,,,,5575,66,66,,,
CoRoT-20 b,Confirmed,4.24,0.23,0.23,,,,0.84,0.04,0.04,9.24285,0,0,0.0902,0.0021,0.0021,0.562,0.013,0.013,88.21,0.53,0.53,0.000073,2011,2014-07-10,56.3,2.4,2.4,,,,,,,2455266.0001,0.0014,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-20,97.730434,0.22692,14.66,,,,,1230,120,120,0.14,0.12,0.12,1.14,0.08,0.08,0.92,,,G2V,0.1,0.04,0.04,5880,90,90,,,
CoRoT-21 b,Confirmed,2.26,0.31,0.31,,,,1.3,0.14,0.14,2.72474,0.00014,0.00014,0.0417,0.0011,0.0011,0,,,86.8,2.1,2.1,,2011,2014-01-24,,,,,,,,,,2454399.0282,0.0009,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-21,101.05245,-0.29913,16,,,,,,,,0,0.1,0.1,1.29,0.09,0.09,1.945,0.21,0.21,F8IV,4.1,0.5,0.5,6200,100,100,,,
CoRoT-22 b,Confirmed,0.0383853003,0.0276877576,0.0440487053,,,,0.4353652161,0.0347935316,0.0151664112,9.75598,0.00011,0.00011,0.092,0.0014,0.0014,0.077,0.042,0.3,89.749,0.9,0.032,0.000149,2011,2014-08-28,210,30,70,,,,,,,2454598.42014,0.00051,0.00099,,,,,,,,,,,,,,,,885,,,,,,,,,Announced on a professional conference,Primary Transit,,,,,CoRoT-22,280.66666668,6.225000011,11.93,,,,,592,42,25,0.17,0.12,0.07,1.099,0.049,0.049,1.136,0.09,0.038,G0IV,3.3,2,2,5939,120,54,,,
CoRoT-23 b,Confirmed,2.8,0.25,0.25,,,,1.08,0.13,0.13,3.6314,0.0001,0.0001,0.0477,0.0038,0.0038,0.16,0.017,0.017,85.7,1.5,1.5,0.00008,2011,2014-01-26,51.8,9,9,,,,,,,2455308.93732,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-23,279.782615,4.3578,15.63,,,,,600,50,50,0.05,0.1,0.1,1.14,0.08,0.08,1.61,0.18,0.18,G0V,7.2,1,1,5900,100,100,,,
CoRoT-24 b,Confirmed,0.018,inf,nan,,,,0.33,0.04,0.04,5.1134,0.0006,0.0006,0.056,0.002,0.002,0,,,86.5,2,2,0.000093,2011,2014-07-08,,,,,,,,,,2454789.611,0.006,0.006,,,,,,,,,,,,,,,,1070,,,,,,,,,Submitted to a professional journal,Primary Transit,,,,,CoRoT-24,101.925000014,-3.719444461,,14.3,,,,600,70,70,0.3,0.25,0.25,0.91,0.09,0.09,0.86,0.09,0.09,K1V,11,,,4950,150,150,,,
CoRoT-24 c,Confirmed,0.088,0.035,0.035,,,,0.44,0.04,0.04,11.759,0.0063,0.0063,0.098,0.003,0.003,0,,,89,1,1.6,0.000163,2011,2014-07-08,,,,,,,,,,2454795.3803,0.0265,0.0265,,,,,,,,,,,,,,,,850,,,,,,,,,Submitted to a professional journal,Primary Transit,,,,,CoRoT-24,101.925000014,-3.719444461,,14.3,,,,600,70,70,0.3,0.25,0.25,0.91,0.09,0.09,0.86,0.09,0.09,K1V,11,,,4950,150,150,,,
CoRoT-25 b,Confirmed,0.27,0.04,0.04,,,,1.08,0.1,0.3,4.86069,0.00006,0.00006,0.0578,0.0029,0.0029,,,,84.5,0.8,0.3,,2012,2014-05-21,,,,,,,,,,2454577.4307,0.0008,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-25,280.6292,6.5139,15,,,,,1000,85,25,-0.01,0.13,0.13,1.09,0.05,0.11,1.19,0.03,0.14,G0V,5.2,1.3,1.3,6040,90,90,,,
CoRoT-26 b,Confirmed,0.52,0.05,0.05,,,,1.26,0.07,0.13,4.20474,0.00005,0.00005,0.0526,0.001,0.001,0,,,86.8,1,2.2,,2012,2014-05-27,,,,,,,,,,2454574.6811,0.0008,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-26,279.75,6.97,15.76,,,,,1670,205,110,0.01,0.13,0.13,1.09,0.06,0.06,1.79,0.09,0.18,G8IV,8.6,1.8,0.9,5590,100,100,,,
CoRoT-27 b,Confirmed,10.39,0.55,0.55,,,,1.007,0.044,0.044,3.57532,0.00006,0.00006,0.0476,0.0066,0.0066,0.065,0.065,0,86.7,0.87,1.2,,2012,2014-07-10,,,,,,,,,,2455748.684,0.001,0.001,,,,,,,,,,,,,,,,1500,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-27,278.4958,5.5386,15.54,,,,,,,,0.1,0.1,0.1,1.05,0.11,0.11,1.08,0.06,0.18,G2,4.21,2.72,2.72,5900,120,120,,,
CoRoT-28 b,Confirmed,0.484,0.087,0.087,0.484,0.087,0.087,0.955,0.066,0.066,5.20851,0.00038,0.00038,0.059,0.0027,0.0027,0.047,0.038,0.055,,,,,2012,2015-08-17,126,61,140,,,,,,,2455755.8466,0.0029,0.0029,,,,,,,0.24,0.09,0.09,,,,56.4,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,CoRoT-28,278.6875,5.5739,13.49,,,,,560,70,70,0.15,0.1,0.1,1.01,0.14,0.14,1.78,0.11,0.11,G8/9IV,12,1.5,1.5,5150,100,100,,,
CoRoT-29 b,Confirmed,0.85,0.2,0.2,0.85,0.2,0.2,0.9,0.16,0.16,2.85057,0.000006,0.000006,0.039,0.002,0.002,0.082,0.081,0.081,87.3,2.7,2.7,,2012,2015-04-27,87,210,49,,,,,,,2455753.115,0.001,0.001,,,,,,,0.43,0.44,0.44,,,,125,17,17,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,CoRoT-29,278.9042,6.4797,15.35,,,,,765,50,50,0.2,0.1,0.1,0.976,0.14,0.14,0.9,0.12,0.12,KOV,4.5,3.5,3.5,5260,100,100,,,
CoRoT-3 b,Confirmed,21.77,1,1,,,,1.01,0.07,0.07,4.2567994,0.000005,0.000005,0.057,0.003,0.003,0,,,85.9,0.8,0.8,0.000084,2008,2013-07-08,,,,,,,,,,2454283.1383,0.0003,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-3,292.0541667,0.1219444,13.3,,,,,680,160,160,0.14,0.04,0.04,1.41,0.08,0.08,1.44,0.08,0.08,F3V,2,0.4,0.4,6558,44,44,,,
CoRoT-30 b,Confirmed,2.84,0.22,0.22,,,,1.02,0.08,0.08,9.06005,0.00024,0.00024,0.084,0.001,0.001,0.007,0.007,0.031,90,0.56,0.56,,2017,2017-08-01,178.1,100,100,,,,,,,2455665.5146,0.0012,0.0012,,,,,,,,,,,,,283,20,20,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,,,,CoRoT-30,277.600000008,6.835833352,15.66,,,,,960,38,61,0.02,0.1,0.1,0.97,0.04,0.04,0.92,0.03,0.07,G3V,1.5,0.9,4.8,5650,100,100,,,
CoRoT-31 b,Confirmed,0.85,,,,,,1.5,,,4.62941,0.00075,0.00075,0.059,,,0.02,0.02,0.16,83.2,2.3,2.3,,2017,2017-08-01,306,108,108,,,,,,,2455843.9445,0.0044,0.0044,,,,,,,,,,,,,88,35,35,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,CoRoT-31,94.820833339,-4.422222235,,,,,,220,,,0,0.1,0.1,1.26,,,2.2,,,G2IV,4.2,,,5700,120,120,,,
CoRoT-32 b,Confirmed,0.15,0.1,0.1,,,,0.57,0.06,0.06,6.71837,0.00001,0.00001,0.071,0.001,0.001,,,,89,0.5,0.5,,2017,2017-09-13,,,,,,,,,,2455901.811,0.002,0.002,,,,,,,,,,,,,,,,938,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,CoRoT-32,100.195833349,9.257500011,14,,,,,,,,0,0.2,0.2,1.09,0.08,0.08,0.79,0.09,0.09,G0VI,,,,5970,100,100,,,CoRoT-223977153
CoRoT-33 b,Confirmed,59.2,1.84,1.85,59,1.8,1.8,1.1,0.53,0.53,5.819143,0.000018,0.000018,0.0579,,,0.07,0.0016,0.0016,85.5,0.5,0.5,,2015,2015-08-25,179.3,0.87,0.87,,,,,,,2456676.3992,0.0037,0.0037,,,,,,,1.04,0.06,0.06,,,,7061,9,9,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,CoRoT-33,279.641666678,5.624722241,14.7,,,,,,,,0.44,0.1,0.1,0.86,0.004,0.004,0.94,0.008,0.14,G9V,4.6,0,5,5225,80,80,,,"USNO-A2 0900-13338694, 2MASS 18383391 + 0537287"
CoRoT-4 b,Confirmed,0.72,0.08,0.08,,,,1.19,0.05,0.05,9.20205,0.00037,0.00037,0.09,0.001,0.001,0,0,0,90,0.085,0.085,,2008,2013-06-05,,,,,,,,,,2454141.36416,0.00089,0.00089,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-4,102.1958333,-0.6727778,13.7,,,,,,,,0.05,0.07,0.07,1.1,0.02,0.02,1.15,0.03,0.03,F8V,1,0.3,0.3,6190,60,60,,,
CoRoT-5 b,Confirmed,0.467,0.024,0.047,,,,1.33,0.047,0.047,4.0378962,0.0000019,0.0000019,0.04947,0.00029,0.00029,0.09,0.04,0.04,85.83,1.38,1.38,0.000124,2008,2014-05-22,231.7,48,48,,,,,,,2454400.19885,0.0002,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-5,101.2791667,0.8152778,14,,,,,400,0,0,-0.25,0.06,0.06,1,0.02,0.02,1.186,0.04,0.04,F9V,6.9,1.4,1.4,6100,65,65,,,
CoRoT-6 b,Confirmed,2.96,0.34,0.34,,,,1.166,0.035,0.035,8.886593,0.000004,0.000004,0.0855,0.0015,0.0015,0.1,inf,nan,89.07,0.3,0.3,,2009,2013-06-05,,,,2454595.6144,0.0002,0.0002,,,,2454702.2556,0.0003,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-6,281.075,6.6633333,13.9,,,,,,,,-0.2,0.1,0.1,1.055,0.055,0.055,1.025,0.026,0.026,F9V,,,,6090,70,70,,,
CoRoT-7 b,Confirmed,0.0149,0.003,0.003,,,,0.136,,,0.853585,0.000024,0.000024,0.0172,0.00029,0.00029,0.12,0.07,0.07,80.1,0.3,0.3,0.000115,2009,2017-06-11,,,,,,,,,,2454398.0767,0.0015,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-7,100.9541667,-1.0627778,11.7,,,,,150,20,20,0.03,0.07,0.07,0.93,0.03,0.03,0.87,0.04,0.04,K0V,1.5,0.3,0.3,5313,73,73,,,
CoRoT-8 b,Confirmed,0.2158386559,0.0339804298,0.0339804298,,,,0.5691864915,0.0196271204,0.0196271204,6.21229,0.00003,0.00003,0.063,0.001,0.001,0,,,88.4,0.1,0.1,0.000166,2010,2014-08-16,,,,,,,,,,2454238.9743,0.0004,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-8,291.5875,1.4266667,14.8,,,,,380,100,100,0.3,0.1,0.1,0.88,0.04,0.04,0.77,0.02,0.02,K1V,3,inf,nan,5080,80,80,,,
CoRoT-9 b,Confirmed,0.84,0.07,0.07,,,,0.94,0.04,0.04,95.273804,0.0014,0.0014,0.407,0.005,0.005,0.133,0.037,0.042,89.9,nan,inf,0.000885,2010,2017-07-08,37,37,37,,,,,,,2454603.3447,0.0001,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-9,280.7875,6.2041667,13.7,,,,,460,,,-0.01,0.006,0.006,0.99,0.04,0.04,0.94,0.04,0.04,G3V,4,3,3,5625,80,80,,,
EPIC 201295312 b,Confirmed,0.0379,,,0.0378,,,0.245,0.021,0.021,5.65639,0.00075,0.00075,,,,0.12,0.09,0.22,86.6,,,,2016,2016-02-08,,,,,,,,,,2456811.7191,0.0049,0.0049,,,,,,,0.43,0.26,0.26,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,EPIC 201295312,174.012500001,-2.520833347,12.5,,,,,,,,0.13,0.07,0.07,1.13,0.07,0.07,1.52,0.1,0.1,,,,,5830,70,70,,,
EPIC 201445392 c,Confirmed,,,,,,,0.215,0.029,0.029,2.50856,0.00041,0.00041,,,,,,,,,,,2015,2015-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,801,,,,,,,,,Submitted to a professional journal,Primary Transit,,,,,K2-8,169.79366667,-0.2843888954,14.384,14.029,12.829,12.318,12.245,,,,-0.01,0.13,0.11,0.79,0.04,0.03,0.74,0.02,0.03,,,,,4890,58,38,,,EPIC 201445392
EPIC 201637175 b,Confirmed,1.4,1.4,0,1.4,1.4,0,0.25,0.25,0,0.381071,0.000001,0.000001,0.0088,0.0008,0.0008,,,,,,,,2015,2015-07-27,,,,,,,,,,2456811.1216,0.000024,0.000024,,,,,,,0.68,0.06,0.06,,,,280,0,280,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,EPIC 201637175 ,169.483333352,2.618611125,17,,,,,225,50,50,0.03,0.08,0.08,0.6,0.07,0.07,0.57,0.06,0.06,M0V,,,,3830,100,100,,,
EPIC 201713348 b,Confirmed,,,,,,,0.118,0.008,0.008,1.42266,0.00005,0.00005,,,,,,,,,,,2015,2016-06-08,,,,,,,,,,2456809.4684,0.0017,0.0017,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,,EPIC 201713348,169.450000016,3.866388919,11.8,,,,,,,,-0.03,0.04,0.04,0.8,0.04,0.04,0.74,0.04,0.04,,,,,4924,60,60,,,
EPIC 201713348 c,Confirmed,,,,,,,0.25,0.028,0.038,5.34059,0.0001,0.0001,,,,,,,,,,,2015,2016-06-08,,,,,,,,,,2456812.8422,0.0008,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,,EPIC 201713348,169.450000016,3.866388919,11.8,,,,,,,,-0.03,0.04,0.04,0.8,0.04,0.04,0.74,0.04,0.04,,,,,4924,60,60,,,
EPIC 203826436 b,Confirmed,,,,,,,0.144,0.015,0.015,4.44117,0.00075,0.00075,,,,,,,,,,,2015,2016-06-09,,,,,,,,,,2456893.7013,0.008,0.008,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,,EPIC 203826436,243.450000016,-24.786944463,12.52,,,,12.24,,,,-0.03,0.04,0.04,0.9,0.05,0.05,0.85,0.04,0.04,G3V,,,,5413,60,60,,,
EPIC 203826436 c,Confirmed,,,,,,,0.245,0.024,0.024,6.42904,0.00036,0.00036,,,,,,,,,,,2015,2016-06-09,,,,,,,,,,2456898.8603,0.0023,0.0023,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,,EPIC 203826436,243.450000016,-24.786944463,12.52,,,,12.24,,,,-0.03,0.04,0.04,0.9,0.05,0.05,0.85,0.04,0.04,G3V,,,,5413,60,60,,,
EPIC 203826436 d,Confirmed,,,,,,,0.244,0.032,0.032,14.09189,0.00135,0.00135,,,,,,,,,,,2015,2016-06-09,,,,,,,,,,2456907.2315,0.0031,0.0031,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,,EPIC 203826436,243.450000016,-24.786944463,12.52,,,,12.24,,,,-0.03,0.04,0.04,0.9,0.05,0.05,0.85,0.04,0.04,G3V,,,,5413,60,60,,,
EPIC 204221263 b,Confirmed,,,,,,,0.138,0.014,0.014,4.01593,0.0005,0.0005,,,,,,,,,,,2016,2016-06-13,,,,,,,,,,2456896.8786,0.0054,0.0054,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,EPIC 204221263,240.033333336,-23.189166675,11.39,,,,11.21,,,,0.28,0.04,0.04,1.07,0.05,0.05,1.1,0.09,0.09,G2V,,,,5757,60,60,,,
