name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication_status,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
HD 20782 b,Confirmed,1.9,0.5,0.5,1.9,0.5,0.5,,,,591.9,2.8,2.8,1.381,0.005,0.005,0.97,0.01,0.01,,,,0.03834,2006,2016-01-19,147.7,6.5,6.5,2451175.9,8.4,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 20782,50.0125,-28.8538889,7.38,,,,,36.02,1,1,-0.05,0.03,0.03,1,0.03,0.03,,,,G2 V,7.1,4.3,4.3,5578,30,30,,,
HD 207832 b,Confirmed,0.56,0.03,0.06,0.56,0.03,0.06,,,,161.97,0.78,0.97,0.57,0.002,0.002,0.13,0.05,0.18,,,,,2012,2014-05-26,130.8,83.4,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 207832,328.15,-26.0267,8.7986,,,,,54.4,2.7,2.7,0.06,,,0.94,0.1,0.1,0.901,0.056,0.056,G5V,4.5,4.5,0,5710,81,81,,,
HD 207832 c,Confirmed,0.73,0.05,0.18,0.73,0.05,0.18,,,,1155.7,37,71.9,2.112,0.045,0.087,0.27,0.1,0.22,,,,,2012,2014-05-26,121.6,76.5,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 207832,328.15,-26.0267,8.7986,,,,,54.4,2.7,2.7,0.06,,,0.94,0.1,0.1,0.901,0.056,0.056,G5V,4.5,4.5,0,5710,81,81,,,
HD 20794 b,Confirmed,0.00887,0.0025,0.00031,0.00887,0.0025,0.00031,,,,18.33,0.02,0.01,0.127,0.001,0.001,0.27,0.22,0.04,,,,0.019917,2011,2017-06-25,26,5,27,,,,,,,,,,,,,,,,,,,,,,0.81,0.24,0,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 20794,49.9833333,-43.0697222,4.26,,,,,6.06,,,-0.38,0.06,0.06,0.813,0.012,0.018,0.9,0.03,0.03,G8V,14,5,6,5490,70,70,IR Excess,,
HD 20794 d,Confirmed,0.0111,0.00318,0.0018,0.0111,0.00318,0.0018,,,,88.9,0.41,0.37,0.364,0.004,0.004,0.25,0.21,0.1,,,,0.057739,2011,2017-06-25,252,44,48,,,,,,,,,,,,,,,,,,,,,,0.6,0.18,0.1,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 20794,49.9833333,-43.0697222,4.26,,,,,6.06,,,-0.38,0.06,0.06,0.813,0.012,0.018,0.9,0.03,0.03,G8V,14,5,6,5490,70,70,IR Excess,,
HD 20794 e,Confirmed,0.015,0.0027,0.003,0.015,0.0027,0.003,,,,147.02,0.91,1.43,0.509,0.006,0.006,0.29,0.17,0.14,,,,,2017,2017-06-25,268,32,47,,,,,,,,,,,,,,,,,,,,,,0.69,0.13,0.15,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 20794,49.9833333,-43.0697222,4.26,,,,,6.06,,,-0.38,0.06,0.06,0.813,0.012,0.018,0.9,0.03,0.03,G8V,14,5,6,5490,70,70,IR Excess,,
HD 208487 b,Confirmed,0.413,0.05,0.05,0.413,0.05,0.05,,,,129.8,0.4,0.4,0.51,0.02,0.02,0.21,0.09,0.09,,,,0.011333,2004,2010-12-24,123,40,40,51008,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 208487,329.3291667,-37.7636111,7.48,,,,,45,,,-0.06,0.05,0.05,1.3,,,1.15,,,G2V,3.88,,,5929,,,,,
HD 208527 b,Confirmed,9.9,1.7,1.7,9.9,1.7,1.7,,,,875.5,5.8,5.8,2.1,0.2,0.2,0.08,0.04,0.04,,,,,2012,2012-11-12,278,19.5,19.5,2450745.3,45.7,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 208527,329.1,21.24,6.4,,,,,320.2,61.1,61.1,-0.09,0.16,0.16,1.6,0.4,0.4,51.1,8.3,8.3,M1III,2,1.3,1.3,4035,65,65,,,
HD 20868 b,Confirmed,1.99,0.05,0.05,1.99,0.05,0.05,,,,380.85,0.09,0.09,0.947,0.012,0.012,0.75,0.002,0.002,,,,0.019366,2008,2014-08-27,356.2,0.4,0.4,2454451.52,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 20868,50.1791667,-33.73,9.92,,,,,48.9,3.5,3.5,0.04,0.1,0.1,0.78,0.03,0.03,0.79,,,K3/4IV,4.5,4,4,4795,12.4,12.4,,,
HD 208897 b,Confirmed,1.4,0.08,0.08,1.4,0.08,0.08,,,,352.7,1.7,1.7,1.05,0.03,0.03,0.07,0.06,0.06,,,,,2017,2017-08-09,167,83,83,2455036,82,82,,,,,,,,,,,,,,,,,,,34.7,2.2,2.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 208897,329.748714103,19.0203037532,6.51,,,,,64.68,,,0.21,0.15,0.15,1.25,0.11,0.11,4.98,0.2,0.2,K0,,,,4860,100,100,,,HIP 108513
HD 210277 b,Confirmed,1.23,0.03,0.03,1.23,0.03,0.03,,,,442.1,0.4,0.4,1.1,0.02,0.02,0.472,0.011,0.011,,,,0.051667,1998,2006-09-06,118.2,1.9,1.9,50988.2,1.6,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 210277,332.3708333,-7.5422222,6.63,,,,,21.29,0.36,0.36,0.19,0.04,0.04,1.09,,,1.1,0.05,0.05,G0,6.93,,,5532,14,14,IR Excess,,
HD 210702 b,Confirmed,1.9,,,1.9,,,,,,354.8,1.1,1.1,1.2,,,0.152,0.08,0.08,,,,0.020893,2007,2012-09-01,301,30,30,2452205,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 210702,332.9625,16.0405556,5.93,,,,,56,2.3,2.3,0.12,0.04,0.04,1.68,0.18,0.18,5.1,0.4,0.3,K1IV,1.4,1,1,5010,44,44,,,
HD 211847 b,Confirmed,19.2,1.2,1.2,19.2,1.2,1.2,,,,7930,2000,2500,7.5,1.4,1.6,0.685,0.07,0.07,,,,,2011,2014-06-18,159.2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 211847,335.233333352,-41.430000019,8.78,,,,,50.6,3.3,3.3,-0.08,0.06,0.06,0.94,0.04,0.04,,,,G5V,3,2.9,2.9,5715,50,50,,,
HD 212301 b,Confirmed,0.4,,,0.4,,,1.07,,,2.245715,0.000028,0.000028,0.036,,,0.0147,0.0147,0.0365,,,,0.000683,2005,2015-07-27,172.8,85.6,85.6,2453388.9,,,,,,,,,,,,,,,,,,53549.195,0.004,0.004,59.5,0.7,0.7,,,,,,,,,,Submitted to a professional journal,Radial Velocity,Radial Velocity,Theoretical,,,HD 212301,336.875,-77.7177778,7.77,,,,,52.7,,,0.18,,,1.05,0.06,0.06,,,,F8 V,5.9,2.4,2.4,5998,,,,,
HD 212771 b,Confirmed,2.3,0.4,0.4,2.3,0.4,0.4,,,,373.3,3.4,3.4,1.22,0.3,0.3,0.111,0.06,0.06,,,,0.009313,2010,2010-03-19,55,40,40,2454947,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 212771,336.7625,-17.2636111,7.6,,,,,131,14,14,-0.21,0.03,0.03,1.15,0.08,0.08,5,0.1,0.1,G8IV,6,2,2,5121,44,44,,,
HD 213240 b,Confirmed,4.5,,,4.5,,,,,,951,42,42,2.03,,,0.45,0.04,0.04,,,,0.049816,2001,2012-09-25,214,7,7,51520,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 213240,337.75,-49.4330556,6.8,,,,,40.75,,,0.16,,,1.22,,,1.5,,,G4 IV,5.11,,,5975,,,,,
HD 214823 b,Confirmed,19.2,1.4,1.4,19.2,1.4,1.4,,,,1877,15,15,3.18,0.12,0.12,0.154,0.014,0.014,,,,,2016,2016-04-29,,,,2455652,34,34,,,,,,,,,,,,,,,,,,,281.4,3.7,3.7,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 214823,340.082916673,31.7875916857,8.078,,,,,,,,0.17,0.02,0.02,1.22,0.13,0.13,,,,G0V,2.7,0.2,0.2,6215,30,30,,,
HD 215152 b,Confirmed,0.0087,0.0049,0.0049,0.0087,0.0049,0.0049,,,,7.2825,0.0057,0.0057,0.0652,0.001,0.001,0.34,0.27,0.27,,,,0.003033,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 215152,340.8375,-6.4008333,8.13,,,,,21.5,0.4,0.4,,,,,,,,,,K0,,,,,,,IR Excess,,
HD 215152 c,Confirmed,0.0097,0.0032,0.0032,0.0097,0.0032,0.0032,,,,10.866,0.0137,0.0137,0.0852,0.0014,0.0014,0.38,0.23,0.23,,,,0.003963,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 215152,340.8375,-6.4008333,8.13,,,,,21.5,0.4,0.4,,,,,,,,,,K0,,,,,,,IR Excess,,
HD 215456 b,Confirmed,0.101,,,0.101,,,,,,191.99,,,0.652,,,0.15,,,,,,0.017158,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 215456,341.5333333,-48.9677778,6.63,,,,,38,0.7,0.7,,,,,,,,,,G0.5V,,,,,,,,,
HD 215456 c,Confirmed,0.246,,,0.246,,,,,,2277,,,3.394,,,0.19,,,,,,0.089316,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 215456,341.5333333,-48.9677778,6.63,,,,,38,0.7,0.7,,,,,,,,,,G0.5V,,,,,,,,,
HD 215497 b,Confirmed,0.02,,,0.02,,,,,,3.93404,0.00066,0.00066,0.047,,,0.16,0.009,0.009,,,,0.001068,2009,2010-12-06,96,34,34,54858.95,0.37,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 215497,341.6541667,-56.5994444,8.97,,,,,44,2,2,0.23,0.07,0.07,0.87,0.023,0.023,,,,K3V,7,inf,nan,5113,93,93,,,
HD 215497 c,Confirmed,0.33,,,0.33,,,,,,567.94,2.7,2.7,1.282,,,0.49,0.04,0.04,,,,0.029136,2009,2010-12-06,45,4,4,55003.48,5.15,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 215497,341.6541667,-56.5994444,8.97,,,,,44,2,2,0.23,0.07,0.07,0.87,0.023,0.023,,,,K3V,7,inf,nan,5113,93,93,,,
HD 216435 b,Confirmed,1.26,0.13,0.13,1.26,0.13,0.13,,,,1311,49,49,2.56,0.17,0.17,0.07,0.078,0.078,,,,0.076877,2002,2016-01-15,100,,,2450870,210,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 216435,343.4041667,-48.5980556,6.03,,,,,33.3,,,0.244,,,1.3,,,2,0.7,0.7,G0 V,5.27,,,5767,,,IR Excess,,
HD 216437 b,Confirmed,1.82,,,1.82,,,,,,1256,35,35,2.32,,,0.29,0.12,0.12,,,,0.087547,2002,2010-12-30,63,22,22,50693,130,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 216437,343.6625,-70.0736111,6.06,,,,,26.5,,,0.25,,,1.06,,,1.1,,,G4 IV-V,12.96,,,5636,,,,,
HD 216536 b,Confirmed,1.47,0.12,0.2,1.47,0.12,0.2,,,,148.6,0.7,0.7,0.609,0.002,0.002,0.38,0.12,0.12,,,,,2015,2016-01-10,270,21,21,2453587,11,11,,,,,,,,,,,,,,,,,,,50,4,8,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 216536,338.95,44.477777796,9.23,,,,,,,,-0.17,0.09,0.09,1.36,0.38,0.38,12.5,4,4,K0,3.8,4.3,2,4639,45,45,,,
HD 216770 b,Confirmed,0.65,,,0.65,,,,,,118.45,0.4,0.4,0.46,,,0.37,0.06,0.06,,,,0.012105,2003,2010-12-30,281,10,10,52672,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 216770,343.9708333,-26.6586111,8.1,,,,,38,,,0.23,,,0.9,,,1,,,K1 V,3.6,,,5248,,,,,
HD 21693 b,Confirmed,0.0322,0.0046,0.0046,0.0322,0.0046,0.0046,,,,22.656,0.0236,0.0236,0.1484,0.0024,0.0024,0.26,0.17,0.17,,,,0.00458,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 21693,51.8,-58.3236111,7.94,,,,,32.4,0.5,0.5,,,,,,,,,,G9IV,,,,,,,,,
HD 21693 c,Confirmed,0.06472,0.0057,0.0057,0.06472,0.0057,0.0057,,,,53.881,0.0704,0.0704,0.2644,0.0044,0.0044,0.24,0.09,0.09,,,,0.00816,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 21693,51.8,-58.3236111,7.94,,,,,32.4,0.5,0.5,,,,,,,,,,G9IV,,,,,,,,,
HD 217107 b,Confirmed,1.33,0.05,0.05,1.33,0.05,0.05,,,,7.12689,0.00005,0.00005,0.073,0.001,0.001,0.132,0.005,0.005,,,,0.003702,1998,2017-03-02,22.7,2,2,244998.4,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 217107,344.5625,-2.395,6.16,,,,,19.72,0.3,0.3,0.37,0.05,0.05,1.02,,,1.08,,,G8 IV,7.32,,,5666,40,40,,,
HD 217107 c,Confirmed,2.49,0.25,0.25,2.49,0.25,0.25,,,,4210,190,190,5.27,0.36,0.36,0.517,0.033,0.033,,,,0.267241,1998,2017-03-02,198.6,6,6,2450921,84,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 217107,344.5625,-2.395,6.16,,,,,19.72,0.3,0.3,0.37,0.05,0.05,1.02,,,1.08,,,G8 IV,7.32,,,5666,40,40,,,
HD 217786 b,Confirmed,13,0.8,0.8,13,0.8,0.8,,,,1319,4,4,2.38,0.04,0.04,0.4,0.05,0.05,,,,0.043431,2010,2010-12-20,100,2,2,56053,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 217786,345.7833333,0.4297222,7.8,,,,,54.8,2,2,-0.135,0.043,0.043,1.02,0.03,0.03,1.27,0.06,0.06,F8V,7.6,,,5966,65,65,,,
HD 218566 b,Confirmed,0.21,0.02,0.02,0.21,0.02,0.02,,,,225.7,0.4,0.4,0.6873,0.0008,0.0008,0.3,0.1,0.1,,,,0.022956,2010,2010-11-19,36,24,24,10360,154,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 218566,347.2958333,-2.2608333,8.63,,,,,29.94,1.11,1.11,0.38,,,0.85,0.03,0.03,0.86,0.08,0.08,K3V,8.5,,,4820,,,,,
HD 219077 b,Confirmed,10.39,0.09,0.09,10.39,0.09,0.09,,,,5501,130,130,6.22,0.09,0.09,0.77,0.003,0.003,,,,,2012,2013-01-17,57.61,0.42,0.42,2450455.8,1.4,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 219077,348.5292,-62.7,6.12,,,,,29.35,0.3,0.3,-0.13,0.01,0.01,1.05,0.02,0.02,,,,G8V,8.9,0.3,0.3,5362,18,18,,,
HD 219134 c,Confirmed,0.011,0.002,0.002,0.011,0.002,0.002,,,,6.7635,0.0006,0.0006,0.064816,0.000004,0.000004,0,0,0.26,,,,,2015,2015-11-17,,,,2449908.5,0.5,0.5,,,,,,,,,,,,,,,,,,,1.4,0.2,0.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 219134,348.320833339,57.168333338,5.57,,,,,6.55,,,0.11,0.04,0.04,,,,0.778,0.005,0.005,K3V,,,,4699,16,16,,,
HD 219134 d,Confirmed,0.067,0.004,0.004,0.067,0.004,0.004,,,,46.71,0.01,0.01,0.23508,0.000004,0.000004,0,,,,,,,2015,2015-11-17,,,,2449964,1,1,,,,,,,,,,,,,,,,,,,4.4,0.2,0.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 219134,348.320833339,57.168333338,5.57,,,,,6.55,,,0.11,0.04,0.04,,,,0.778,0.005,0.005,K3V,,,,4699,16,16,,,
HD 219134 e,Confirmed,0.0117,0.006,0.19,0.0117,0.006,0.19,,,,1190,34,379,2.56,0.15,3.41,0.34,0.17,0.17,,,,,2015,2016-05-05,345.42,36.83,16.38,,,,,,,,,,,,,,,,,,,,,,5.05,1.57,1.57,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 219134,348.320833339,57.168333338,5.57,,,,,6.55,,,0.11,0.04,0.04,,,,0.778,0.005,0.005,K3V,,,,4699,16,16,,,
HD 219134 g,Confirmed,0.034,0.004,0.004,0.034,0.004,0.004,,,,94.2,0.2,0.2,0.3753,0.0004,0.0004,0,,,,,,,2015,2015-11-17,,,,2449972,5,5,,,,,,,,,,,,,,,,,,,1.8,0.2,0.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 219134,348.320833339,57.168333338,5.57,,,,,6.55,,,0.11,0.04,0.04,,,,0.778,0.005,0.005,K3V,,,,4699,16,16,,,
HD 219134 h,Confirmed,0.28,0.056,0.056,0.28,0.056,0.056,,,,2198,51,51,3.064,0.048,0.048,0.37,0.18,0.18,,,,,2015,2016-02-18,180,19,19,2448616.291,,,,,,,,,,,,,,,,,,,,,5.5,1.3,1.3,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 219134,348.320833339,57.168333338,5.57,,,,,6.55,,,0.11,0.04,0.04,,,,0.778,0.005,0.005,K3V,,,,4699,16,16,,,
HD 219415 b,Confirmed,1,,,1,,,,,,2093.3,32.7,32.7,3.2,,,,,,,,,,2012,2013-01-17,,,,2453460.9,57.7,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 219415,348.725,56.7303,8.94,,,,,,,,-0.04,0.07,0.07,1,0.1,0.1,2.9,0.4,0.4,K0III,,,,4820,20,20,,,
HD 219828 b,Confirmed,0.0661,0.0044,0.0044,0.0661,0.0044,0.0044,,,,3.834887,0.000096,0.000096,0.045,,,0.059,0.036,0.036,,,,0.000641,2007,2016-05-24,255,38,38,2455998.78,0.036,0.036,,,,,,,,,,,,,,,,,,,7.53,0.28,0.28,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 219828,349.6958333,18.6458333,8.04,,,,,81.1,1,1,0.19,0.03,0.03,1.24,,,1.7,0.16,0.16,G0IV,5.8,1.2,1.2,5891,18,18,,,
HD 219828 c,Confirmed,15.1,0.85,0.85,15.1,0.85,0.85,,,,4791,75,75,5.96,,,0.8118,0.0032,0.0032,,,,,2016,2017-06-08,145.77,0.28,0.28,2454180.7,1.2,1.2,,,,,,,,,,,,,,,,,,,269.4,4.7,4.7,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 219828,349.6958333,18.6458333,8.04,,,,,81.1,1,1,0.19,0.03,0.03,1.24,,,1.7,0.16,0.16,G0IV,5.8,1.2,1.2,5891,18,18,,,
HD 220074 b,Confirmed,11.1,1.8,1.8,11.1,1.8,1.8,,,,672.1,3.7,3.7,1.6,0.1,0.1,0.14,0.05,0.05,,,,,2012,2012-11-13,323,8.5,8.5,2451158.2,31.7,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 220074,350.0583,61.97,6.4,,,,,290.2,45.5,45.5,-0.25,0.25,0.25,1.2,0.3,0.3,49.67,9.5,9.5,M2III,4.5,2.8,2.8,3935,110,110,,,
HD 220689 b,Confirmed,1.06,0.09,0.09,1.06,0.09,0.09,,,,2209,103,81,3.36,0.09,0.09,0.16,0.07,0.1,,,,,2011,2014-05-21,137,75,75,2455649,413,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 220689,351.4708333,-20.6161111,7.77,,,,,44.6,1.5,1.5,,,,,,,,,,G3V,,,,,,,,,
HD 220773 b,Confirmed,1.45,0.3,0.3,1.45,0.3,0.3,,,,3724.7,463,463,4.94,0.2,0.2,0.51,0.1,0.1,,,,0.100816,2012,2012-02-04,226,13,13,2453866.4,95,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 220773,351.6125,8.6438889,7.09,,,,,49,,,0.09,0.06,0.06,1.16,,,,,,F9,4.4,,,5940,100,100,,,
HD 220842 b,Confirmed,3.18,0.15,0.15,3.18,0.15,0.15,,,,218.47,0.19,0.19,0.74,0.018,0.018,0.404,0.009,0.009,,,,,2016,2016-02-17,225.1,1.7,1.7,2456624.8,0.8,0.8,,,,,,,,,,,,,,,,,,,108.1,1.2,1.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 220842,351.654166679,56.886666687,7.99,,,,,62.5,2.5,2.5,-0.17,0.02,0.02,1.13,,,,,,F8,,,,5920,30,30,,,
HD 221287 b,Confirmed,3.09,0.79,0.79,3.09,0.79,0.79,,,,456.1,7.7,7.7,1.25,0.04,0.04,0.08,0.17,0.17,,,,0.023629,2007,2014-08-30,98,92,92,2453263,52,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 221287,352.8333333,-58.2097222,7.82,,,,,52.9,2.4,2.4,0.03,0.05,0.05,1.25,0.1,0.1,,,,F7 V,1.3,,,6304,45,45,,,
HD 221585 b,Confirmed,1.61,0.14,0.14,1.61,0.14,0.14,,,,1173,16,16,2.306,0.081,0.081,0.123,0.069,0.069,,,,,2016,2016-04-29,,,,2455050,93,93,,,,,,,,,,,,,,,,,,,27.9,1.6,1.6,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 221585,353.225000018,63.1554805629,7.474,,,,,,,,0.29,0.02,0.02,1.19,0.12,0.12,,,,G8IV,6.2,0.5,0.5,5620,27,27,,,
HD 222076 b,Confirmed,1.56,0.11,0.11,1.56,0.11,0.11,,,,871,19,19,1.83,0.03,0.03,0.08,0.05,0.05,,,,,2016,2017-06-29,241,60,60,2454264,180,180,,,,,,,,,,,,,,,,,,,31.9,2.3,2.3,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 222076,354.533333336,-70.903333354,7.48,,,,,83.5,4.3,4.3,0.05,0.1,0.1,1.07,0.25,0.25,4.14,0.6,0.6,,,,,4806,100,100,,,
HD 222155 b,Confirmed,1.9,0.53,0.67,1.9,0.53,0.67,,,,3999,541,541,5.1,0.7,0.7,0.16,0.22,0.22,,,,0.10387,2012,2012-05-25,137,52,52,2456319,498,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 222155,354.5,48.9963889,7.1,,,,,49.1,1.5,1.5,-0.11,0.05,0.05,1.13,0.11,0.11,1.67,0.7,0.7,G2V,8.2,0.7,0.7,5765,22,22,,,
HD 222582 b,Confirmed,7.75,0.65,0.65,7.75,0.65,0.65,,,,572.38,0.61,0.61,1.35,0.08,0.08,0.725,0.012,0.012,,,,0.032143,1999,2016-01-15,319.01,0.87,0.87,2450706.7,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 222582,355.4625,-5.9855556,7.7,,,,,42,,,-0.0229,,,0.99,,,1.15,,,G5,6.16,,,5662,,,,,
HD 224538 b,Confirmed,5.97,0.42,0.42,5.97,0.42,0.42,,,,1189.1,5.1,5.1,2.28,0.08,0.08,0.464,0.022,0.022,,,,,2016,2016-04-02,24,2,2,,,,,,,,,,,,,,,,,,,,,,107,2.4,2.4,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 224538,359.716666684,-61.586666681,8.06,,,,,77.76,4.41,4.41,0.27,0.1,0.1,1.54,0.06,0.06,1.34,0.05,0.05,F9IV/V,2,2,3,6097,100,100,,,
HD 224693 b,Confirmed,0.71,,,0.71,,,,,,26.73,0.02,0.02,0.233,,,0.05,0.03,0.03,,,,0.002479,2006,2006-04-18,6,200,200,2453193.9,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 224693,359.975,-22.4280556,8.23,,,,,94,,,0.343,0.03,0.03,1.33,0.1,0.1,1.7,0.3,0.3,G2IV,2,0.5,0.5,6037,44,44,,,
HD 22781 b,Confirmed,13.65,0.97,0.97,13.65,0.97,0.97,,,,528.07,0.14,0.14,1.167,0.039,0.039,0.8191,0.0023,0.0023,,,,0.03671,2011,2011-11-04,315.92,0.56,0.56,2454881.4,0.12,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 22781,55.2083333,31.8263889,8.77,,,,,31.79,,,-0.37,0.12,0.12,0.75,0.03,0.03,,,,K0V,4.75,4.15,4.15,5027,50,50,,,
